ID,Description,source,Ratio,BgRatio,pvalue,FDR,disease_class,disease_class_name,disease_semantic_type,shared_geneid,shared_symbol,Count,gg,sig
C0393702,Myoclonic Astatic Epilepsy,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C10,Nervous System Diseases,Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C0454655,Semantic-Pragmatic Disorder,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Mental or Behavioral Dysfunction,5728,PTEN,1,0.004081632653061225,FALSE
C0751257,"Auditory Processing Disorder, Central",CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,5728,PTEN,1,0.004081632653061225,FALSE
C0853897,Diabetic Cardiomyopathies,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C14;C19,Cardiovascular Diseases;Endocrine System Diseases,Disease or Syndrome,3816,KLK1,1,0.004081632653061225,FALSE
C1134719,Invasive Ductal Breast Carcinoma,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C04;C17,Neoplasms;Skin and Connective Tissue Diseases,Neoplastic Process,2064,ERBB2,1,0.004081632653061225,FALSE
C1176475,Ductal Carcinoma,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1335302,Pancreatic Ductal Adenocarcinoma,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,C04;C06;C19,Neoplasms;Digestive System Diseases;Endocrine System Diseases,Neoplastic Process,2042,EPHA3,1,0.004081632653061225,FALSE
C3496069,cocaine use,CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,NA,NA,Mental or Behavioral Dysfunction,148,ADRA1A,1,0.004081632653061225,FALSE
C4510744,"46,XY partial gonadal dysgenesis",CURATED,1/213,11/9703,0.21675859982832624,0.2702792417612463,NA,NA,Disease or Syndrome,4214,MAP3K1,1,0.004081632653061225,FALSE
C0598589,Inherited neuropathies,CURATED,2/213,40/9703,0.21894998231971013,0.27280121158724097,C10,Nervous System Diseases,Disease or Syndrome,4914;6335,NTRK1;SCN9A,2,0.00816326530612245,FALSE
C0001768,Agammaglobulinemia,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C15;C20,Hemic and Lymphatic Diseases;Immune System Diseases,Disease or Syndrome,695,BTK,1,0.004081632653061225,FALSE
C0004782,Basal Ganglia Diseases,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C10,Nervous System Diseases,Disease or Syndrome,5159,PDGFRB,1,0.004081632653061225,FALSE
C0004930,Behavior Disorders,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,F03,Mental Disorders,Mental or Behavioral Dysfunction,5243,ABCB1,1,0.004081632653061225,FALSE
C0004936,Mental disorders,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,F03,Mental Disorders,Mental or Behavioral Dysfunction,5243,ABCB1,1,0.004081632653061225,FALSE
C0015371,Extrapyramidal Disorders,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C10,Nervous System Diseases,Disease or Syndrome,5159,PDGFRB,1,0.004081632653061225,FALSE
C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,6774,STAT3,1,0.004081632653061225,FALSE
C0027022,Myeloproliferative disease,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C15,Hemic and Lymphatic Diseases,Neoplastic Process,613,BCR,1,0.004081632653061225,FALSE
C0028960,Oligospermia,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C12,Male Urogenital Diseases,Disease or Syndrome,2099,ESR1,1,0.004081632653061225,FALSE
C0030569,Secondary Parkinson Disease,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C10,Nervous System Diseases,Disease or Syndrome,5243,ABCB1,1,0.004081632653061225,FALSE
C0033054,Prenatal Exposure Delayed Effects,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C13,Female Urogenital Diseases and Pregnancy Complications,Injury or Poisoning,2247,FGF2,1,0.004081632653061225,FALSE
C0034065,Pulmonary Embolism,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C08;C14,Respiratory Tract Diseases;Cardiovascular Diseases,Pathologic Function,10461,MERTK,1,0.004081632653061225,FALSE
C0037274,Dermatologic disorders,CURATED,3/213,75/9703,0.2274031730400936,0.2802826633435614,C17,Skin and Connective Tissue Diseases,Disease or Syndrome,2263;5728;23043,FGFR2;PTEN;TNIK,3,0.012244897959183673,FALSE
C0038644,Sudden infant death syndrome,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C23,"Pathological Conditions, Signs and Symptoms",Disease or Syndrome,6532,SLC6A4,1,0.004081632653061225,FALSE
C0040028,"Thrombocythemia, Essential",CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C15,Hemic and Lymphatic Diseases,Disease or Syndrome,2247,FGF2,1,0.004081632653061225,FALSE
C0085129,Bronchial Hyperreactivity,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C08,Respiratory Tract Diseases,Disease or Syndrome,3383,ICAM1,1,0.004081632653061225,FALSE
C0085580,Essential Hypertension,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C14,Cardiovascular Diseases,Disease or Syndrome,1577,CYP3A5,1,0.004081632653061225,FALSE
C0152423,Congenital small ears,CURATED,2/213,41/9703,0.22707657161103667,0.2802826633435614,C09;C16,"Otorhinolaryngologic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2263;2261,FGFR2;FGFR3,2,0.00816326530612245,FALSE
C0205834,"Meningiomas, Multiple",CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0206695,"Carcinoma, Neuroendocrine",CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04,Neoplasms,Neoplastic Process,5979,RET,1,0.004081632653061225,FALSE
C0221227,Centriacinar Emphysema,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C08,Respiratory Tract Diseases,Disease or Syndrome,1548,CYP2A6,1,0.004081632653061225,FALSE
C0259785,Malignant Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0264393,Panacinar Emphysema,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C08,Respiratory Tract Diseases,Disease or Syndrome,1548,CYP2A6,1,0.004081632653061225,FALSE
C0281784,Benign Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334605,Meningothelial meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334606,Fibrous Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334607,Psammomatous Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334608,Angiomatous Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334609,Hemangioblastic Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334610,Hemangiopericytic Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0334611,Transitional Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0347515,Spinal Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0349604,Intracranial Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0376338,"Diagnosis, Psychiatric",CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,F03,Mental Disorders,Mental or Behavioral Dysfunction,5243,ABCB1,1,0.004081632653061225,FALSE
C0431121,Clear Cell Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0457190,Xanthomatous Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0524702,Pulmonary Thromboembolisms,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C08;C14,Respiratory Tract Diseases;Cardiovascular Diseases,Disease or Syndrome,10461,MERTK,1,0.004081632653061225,FALSE
C0750951,Lenticulostriate Disorders,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C10,Nervous System Diseases,Disease or Syndrome,5159,PDGFRB,1,0.004081632653061225,FALSE
C0751303,Cerebral Convexity Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0751304,Parasagittal Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0751414,"Parkinson Disease, Secondary Vascular",CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C10,Nervous System Diseases,Disease or Syndrome,5243,ABCB1,1,0.004081632653061225,FALSE
C0751415,Atherosclerotic Parkinsonism,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C10,Nervous System Diseases,Disease or Syndrome,5243,ABCB1,1,0.004081632653061225,FALSE
C1334261,Intraorbital Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1334271,Intraventricular Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1335107,Olfactory Groove Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1384406,Secretory meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1384408,Microcystic meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1527197,Angioblastic Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1565950,Posterior Fossa Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1565951,Sphenoid Wing Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C2350878,Focal Emphysema,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C08,Respiratory Tract Diseases,Disease or Syndrome,1548,CYP2A6,1,0.004081632653061225,FALSE
C3163622,Papillary Meningioma,CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,C04;C10,Neoplasms;Nervous System Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C4046029,"Mental Disorders, Severe",CURATED,1/213,12/9703,0.23397358468469326,0.2802826633435614,F03,Mental Disorders,Mental or Behavioral Dysfunction,5243,ABCB1,1,0.004081632653061225,FALSE
C0033687,Proteinuria,CURATED,2/213,43/9703,0.2433885895590147,0.2913451560943465,C12;C13;C23,"Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications;Pathological Conditions, Signs and Symptoms",Finding,7422;5058,VEGFA;PAK1,2,0.00816326530612245,FALSE
C0013146,Drug abuse,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0013170,Drug habituation,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0013222,Drug Use Disorders,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0029231,"Organic Mental Disorders, Substance-Induced",CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0038580,Substance Dependence,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0038586,Substance Use Disorders,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0236969,Substance-Related Disorders,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C1510472,Drug Dependence,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C4316881,Prescription Drug Abuse,CURATED,4/213,115/9703,0.24609814200787697,0.2926376729100288,C25;F03,Chemically-Induced Disorders;Mental Disorders,Finding,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C0020452,Hyperemia,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C14,Cardiovascular Diseases,Disease or Syndrome,153,ADRB1,1,0.004081632653061225,FALSE
C0030421,Paraganglioma,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0036996,Short Rib-Polydactyly Syndrome,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4750,NEK1,1,0.004081632653061225,FALSE
C0037268,Skin Abnormalities,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C16;C17,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases",Congenital Abnormality,2263,FGFR2,1,0.004081632653061225,FALSE
C0042484,Venous Engorgement,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C14,Cardiovascular Diseases,Pathologic Function,153,ADRB1,1,0.004081632653061225,FALSE
C0149931,Migraine Disorders,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C10,Nervous System Diseases,Disease or Syndrome,2099,ESR1,1,0.004081632653061225,FALSE
C0178824,Reactive Hyperemia,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C14,Cardiovascular Diseases,Pathologic Function,153,ADRB1,1,0.004081632653061225,FALSE
C0205734,"Diabetes, Autoimmune",CURATED,2/213,44/9703,0.25156457164468043,0.2954421132106131,C18;C19;C20,Nutritional and Metabolic Diseases;Endocrine System Diseases;Immune System Diseases,Disease or Syndrome,6774;7297,STAT3;TYK2,2,0.00816326530612245,FALSE
C0270914,Hereditary Motor and Sensory-Neuropathy Type II,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C0333233,Active Hyperemia,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C14,Cardiovascular Diseases,Pathologic Function,153,ADRB1,1,0.004081632653061225,FALSE
C0342302,Brittle diabetes,CURATED,2/213,44/9703,0.25156457164468043,0.2954421132106131,C18;C19;C20,Nutritional and Metabolic Diseases;Endocrine System Diseases;Immune System Diseases,Disease or Syndrome,6774;7297,STAT3;TYK2,2,0.00816326530612245,FALSE
C0740858,Substance abuse problem,CURATED,4/213,116/9703,0.2508941446185744,0.2954421132106131,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;6581;8569;9748,SLC6A4;SLC22A3;MKNK1;SLK,4,0.0163265306122449,FALSE
C2985290,Fetal Alcohol Spectrum Disorders,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C13;C16;C25,"Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Chemically-Induced Disorders",Congenital Abnormality;Disease or Syndrome,5156,PDGFRA,1,0.004081632653061225,FALSE
C3837958,"Diabetes Mellitus, Ketosis-Prone",CURATED,2/213,44/9703,0.25156457164468043,0.2954421132106131,C18;C19;C20,Nutritional and Metabolic Diseases;Endocrine System Diseases;Immune System Diseases,Disease or Syndrome,6774;7297,STAT3;TYK2,2,0.00816326530612245,FALSE
C4317009,Diverticular Diseases,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C06,Digestive System Diseases,Disease or Syndrome,658,BMPR1B,1,0.004081632653061225,FALSE
C4505353,Diverticular Bleeding,CURATED,1/213,13/9703,0.250811936227898,0.2954421132106131,C06,Digestive System Diseases,Disease or Syndrome,658,BMPR1B,1,0.004081632653061225,FALSE
C4554117,"Diabetes Mellitus, Sudden-Onset",CURATED,2/213,44/9703,0.25156457164468043,0.2954421132106131,C18;C19;C20,Nutritional and Metabolic Diseases;Endocrine System Diseases;Immune System Diseases,Disease or Syndrome,6774;7297,STAT3;TYK2,2,0.00816326530612245,FALSE
C0152427,Polydactyly,CURATED,4/213,117/9703,0.2557100995941823,0.3000926078026133,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2263;5728;2261;4750,FGFR2;PTEN;FGFR3;NEK1,4,0.0163265306122449,FALSE
C0376634,Craniofacial Abnormalities,CURATED,5/213,156/9703,0.2585901991058142,0.3032523670210419,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2263;5728;1956;658;5156,FGFR2;PTEN;EGFR;BMPR1B;PDGFRA,5,0.02040816326530612,FALSE
C0011854,"Diabetes Mellitus, Insulin-Dependent",CURATED,2/213,45/9703,0.25974789782053687,0.30394830041852827,C18;C19;C20,Nutritional and Metabolic Diseases;Endocrine System Diseases;Immune System Diseases,Disease or Syndrome,6774;7297,STAT3;TYK2,2,0.00816326530612245,FALSE
C0026769,Multiple Sclerosis,CURATED,2/213,45/9703,0.25974789782053687,0.30394830041852827,C10;C20,Nervous System Diseases;Immune System Diseases,Disease or Syndrome,3383;7297,ICAM1;TYK2,2,0.00816326530612245,FALSE
C0751324,"Multiple Sclerosis, Acute Fulminating",CURATED,2/213,45/9703,0.25974789782053687,0.30394830041852827,C10;C20,Nervous System Diseases;Immune System Diseases,Disease or Syndrome,3383;7297,ICAM1;TYK2,2,0.00816326530612245,FALSE
C0005612,Birth Weight,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C23,"Pathological Conditions, Signs and Symptoms",Organism Attribute,153,ADRB1,1,0.004081632653061225,FALSE
C0005944,Metabolic Bone Disorder,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C05;C18,Musculoskeletal Diseases;Nutritional and Metabolic Diseases,Disease or Syndrome,2099,ESR1,1,0.004081632653061225,FALSE
C0011882,Diabetic Neuropathies,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0024507,Majewski Syndrome,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4750,NEK1,1,0.004081632653061225,FALSE
C0036069,Saldino-Noonan Syndrome,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4750,NEK1,1,0.004081632653061225,FALSE
C0271673,Symmetric Diabetic Proximal Motor Neuropathy,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0271674,Asymmetric Diabetic Proximal Motor Neuropathy,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0271678,Diabetic Mononeuropathy,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0271680,Diabetic Polyneuropathies,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0271685,Diabetic Amyotrophy,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0271686,Diabetic Autonomic Neuropathy,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0342276,Maturity onset diabetes mellitus in young,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C18;C19,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,640,BLK,1,0.004081632653061225,FALSE
C0393835,Diabetic Asymmetric Polyneuropathy,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C0431380,Cortical Dysplasia,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2475,MTOR,1,0.004081632653061225,FALSE
C0751074,Diabetic Neuralgia,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C19,Nervous System Diseases;Endocrine System Diseases,Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C1150929,"2-oxo-hept-3-ene-1,7-dioate hydratase activity",CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,NA,NA,Molecular Function,94,ACVRL1,1,0.004081632653061225,FALSE
C1858991,Childhood Ataxia with Central Nervous System Hypomyelinization,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10,Nervous System Diseases,Disease or Syndrome,1436,CSF1R,1,0.004081632653061225,FALSE
C1955869,Malformations of Cortical Development,CURATED,1/213,14/9703,0.26728185651017533,0.30874015734127475,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2475,MTOR,1,0.004081632653061225,FALSE
C3179349,Gastrointestinal Stromal Sarcoma,CURATED,2/213,47/9703,0.2761197912798268,0.3187211305058572,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,3815;5156,KIT;PDGFRA,2,0.00816326530612245,FALSE
C0013386,"Dyskinesia, Drug-Induced",CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C10;C23;C25,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Chemically-Induced Disorders",Disease or Syndrome,1812,DRD1,1,0.004081632653061225,FALSE
C0027720,Nephrosis,CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C12;C13,Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Disease or Syndrome,3383,ICAM1,1,0.004081632653061225,FALSE
C0029453,Osteopenia,CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C05;C18,Musculoskeletal Diseases;Nutritional and Metabolic Diseases,Disease or Syndrome,2099,ESR1,1,0.004081632653061225,FALSE
C0085758,"Aganglionosis, Colonic",CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C06;C16,"Digestive System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,5979,RET,1,0.004081632653061225,FALSE
C0343640,African Burkitt's lymphoma,CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C01;C04;C15;C20,Infections;Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,5979,RET,1,0.004081632653061225,FALSE
C0751088,"Dyskinesia, Medication-Induced",CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C10;C23;C25,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Chemically-Induced Disorders",Disease or Syndrome,1812,DRD1,1,0.004081632653061225,FALSE
C0920269,Microsatellite Instability,CURATED,1/213,15/9703,0.28339136977948504,0.32479464791748075,C23,"Pathological Conditions, Signs and Symptoms",Cell or Molecular Dysfunction,3066,HDAC2,1,0.004081632653061225,FALSE
